Region,year,school_fragility_score,school_count,schools_per_1000_children,school_age_pop
Wase,2024,1.0,0.0,0.0,2081.25
Abua/Odual,2024,0.0,12.0,2.479338842975207,4840.0
Ahoada East,2024,1.0,0.0,0.0,2906.5
Ahoada West,2024,0.0,12.0,2.7335630285600385,4389.875
Akuku Toru,2024,1.0,0.0,0.0,5654.8
Andoni,2024,0.48102362899417184,5.0,1.0379527420116563,4817.175
Asari-Toru,2024,0.672857832192425,2.0,0.65428433561515,3056.775
Bonny,2024,0.41188578822007227,5.0,1.1762284235598555,4250.875
Degema,2024,0.9364680021092623,1.0,0.12706399578147534,7870.05
Eleme,2024,0.6644783197074251,3.0,0.6710433605851498,4470.65
Emohua,2024,0.6254401078732489,3.0,0.7491197842535022,4004.7
Etche,2024,0.9128308613618434,1.0,0.17433827727631307,5735.975
Gokana,2024,0.5495749113225606,4.0,0.9008501773548787,4440.25
Ikwerre,2024,0.0,9.0,2.6634310911189374,3379.1
Khana,2024,0.0,19.0,2.8617259219652524,6639.35
Obia/Akpor,2024,0.0,68.0,9.115709182066183,7459.65
Ogba/Egbema/Ndoni,2024,0.5665103213892477,5.0,0.8669793572215044,5767.150000000001
Ogu/Bolo,2024,0.7323913508884607,1.0,0.5352172982230785,1868.4
Okrika,2024,0.4106922524447064,8.0,1.1786154951105872,6787.625
Omumma,2024,1.0,0.0,0.0,971.075
Opobo/Nkoro,2024,0.0,7.0,3.557633665379142,1967.6
Oyigbo,2024,0.0,3.0,2.3043244488824026,1301.9
Port-Harcourt,2024,0.0,26.0,3.3554556805606195,7748.575
Tai,2024,0.0,17.0,7.498318391831242,2267.175
Binji,2024,1.0,0.0,0.0,1989.475
Bodinga,2024,0.8346492497209705,1.0,0.3307015005580588,3023.875
Dange-Shuni,2024,1.0,0.0,0.0,4895.8
Gada,2024,1.0,0.0,0.0,3083.725
Gwadabawa,2024,1.0,0.0,0.0,3626.175
Goronyo,2024,1.0,0.0,0.0,3735.275
Gudu,2024,0.6285634692171975,1.0,0.742873061565605,1346.125
Illela,2024,1.0,0.0,0.0,3600.5
Isa,2024,1.0,0.0,0.0,2950.2
Kebbe,2024,1.0,0.0,0.0,3204.2
Kware,2024,0.86842711190932,1.0,0.26314577618136004,3800.175
Rabah,2024,1.0,0.0,0.0,2511.975
Sabon Birni,2024,1.0,0.0,0.0,4116.4
Shagari,2024,1.0,0.0,0.0,2935.45
Silame,2024,1.0,0.0,0.0,2183.9
Sokoto North,2024,1.0,0.0,0.0,1713.975
Sokoto South,2024,1.0,0.0,0.0,3999.05
Tambuwal,2024,1.0,0.0,0.0,3768.4
Tangaza,2024,0.43990926530097874,2.0,1.1201814693980425,1785.425
Tureta,2024,1.0,0.0,0.0,2110.475
Wamako,2024,0.1804202395221851,4.0,1.6391595209556298,2440.275
Wurno,2024,0.8510364141485613,1.0,0.29792717170287725,3356.525
Yabo,2024,1.0,0.0,0.0,1623.4
Ardo-Kola,2024,1.0,0.0,0.0,1130.625
Bali,2024,1.0,0.0,0.0,3832.6
Donga,2024,1.0,0.0,0.0,2380.475
Gashaka,2024,1.0,0.0,0.0,1633.575
Gassol,2024,1.0,0.0,0.0,4148.3
Ibi,2024,1.0,0.0,0.0,1354.075
Jalingo,2024,1.0,0.0,0.0,1491.225
Karim-Lamido,2024,1.0,0.0,0.0,2750.2
Kurmi,2024,1.0,0.0,0.0,1496.775
Lau,2024,1.0,0.0,0.0,1566.125
Sardauna,2024,1.0,0.0,0.0,3898.0
Takum,2024,1.0,0.0,0.0,2565.125
Ussa,2024,1.0,0.0,0.0,896.55
Wukari,2024,1.0,0.0,0.0,4316.725
Yorro,2024,0.6570262460665197,2.0,0.6859475078669605,2915.675
Zing,2024,1.0,0.0,0.0,2112.125
Bade,2024,1.0,0.0,0.0,2577.025
Bursari,2024,1.0,0.0,0.0,2133.7
Damaturu,2024,0.37296212691246555,2.0,1.254075746175069,1594.8
Fika,2024,1.0,0.0,0.0,2964.275
Fune,2024,1.0,0.0,0.0,6175.9
Geidam,2024,1.0,0.0,0.0,2784.1
Gujba,2024,0.7978675021476578,1.0,0.4042649957046844,2473.625
Gulani,2024,1.0,0.0,0.0,2342.175
Jakusko,2024,1.0,0.0,0.0,4471.725
Karasuwa,2024,1.0,0.0,0.0,1356.225
Machina,2024,0.550157444894287,1.0,0.899685110211426,1111.5
Nangere,2024,1.0,0.0,0.0,1293.65
Nguru,2024,0.8030080668196637,1.0,0.3939838663606725,2538.175
Potiskum,2024,0.886211055733825,1.0,0.22757788853235017,4394.1
Tarmua,2024,1.0,0.0,0.0,1568.65
Yunusari,2024,0.7842409596962112,1.0,0.43151808060757746,2317.4
Yusufari,2024,1.0,0.0,0.0,1804.475
Anka,2024,0.8339091150677651,1.0,0.33218176986446984,3010.4
Bakura,2024,1.0,0.0,0.0,2379.9
Birnin Magaji,2024,1.0,0.0,0.0,3750.175
Bukkuyum,2024,0.6056756419271946,3.0,0.7886487161456108,3803.975
Bungudu,2024,1.0,0.0,0.0,5134.8
Gummi,2024,1.0,0.0,0.0,3132.425
Gusau,2024,1.0,0.0,0.0,6100.85
Kaura Namoda,2024,1.0,0.0,0.0,5455.725
Maradun,2024,1.0,0.0,0.0,5459.9
Maru,2024,1.0,0.0,0.0,4840.7
Shinkafi,2024,1.0,0.0,0.0,2125.425
Talata Mafara,2024,0.7191957767044816,2.0,0.5616084465910367,3561.2
Tsafe,2024,1.0,0.0,0.0,3942.45
Zurmi,2024,1.0,0.0,0.0,5026.125
