Region,year,school_fragility_score,school_count,schools_per_1000_children,school_age_pop
Passore,2015,0.7469295939944675,31.0,6.27892610109071,4937.15
Yatenga,2015,0.0,494.0,57.264407388731435,8626.65
Zondoma,2015,0.37655985718014195,46.0,15.468164164298804,2973.85
Bale,2016,0.5650418523999827,39.0,10.791740168102105,3613.875
Banwa,2016,1.0,0.0,0.0,4330.725
Mouhoun,2016,0.0,127.0,26.093701042207076,4867.075
Bougouriba,2016,0.6872647892652484,16.0,7.759268688926068,2062.05
Ioba,2016,0.609656319852206,28.0,9.684811275887414,2891.125
Noumbiel,2016,0.5660158543811371,14.0,10.76757421935087,1300.2
Poni,2016,0.7588883182028043,29.0,5.982218371598903,4847.7
Gourma,2016,0.7187061004003164,42.0,6.979178783296499,6017.9
Kompienga,2016,0.8969034743095312,6.0,2.5579263743525247,2345.65
Houet,2016,0.42640928793170585,273.0,14.231350675076891,19183.0
Kenedougou,2016,0.5008615406453342,71.0,12.384116933971727,5733.15
Tuy,2016,0.9193183796109249,9.0,2.0017904903830646,4495.975
Kadiogo,2016,0.0,1267.0,25.411520725080738,49859.275
Bam,2016,0.27117000257781587,85.0,18.08299028837051,4700.55
Namentenga,2016,0.3260375586019637,95.0,16.72167216721672,5681.25
Sandbondtenga,2016,0.22435905113530663,200.0,19.244416112387388,10392.625
Oudalan,2016,0.39696225590708034,56.0,14.961960551187941,3742.825
Seno,2016,0.9124533481450656,10.0,2.1721186845649245,4603.8
Yagha,2016,0.9298889704090061,5.0,1.7395237184059007,2874.35
Boulgou,2016,0.45128712196345777,132.0,13.6141071027994,9695.825
Koulpelogo,2016,0.8407068599013986,19.0,3.952219743417734,4807.425
Kourittenga,2016,0.3109172651101376,99.0,17.09682154544905,5790.55
Boulkiemde,2016,0.0,534.0,67.72867941758409,7884.4
Sanguie,2016,0.07354246537263365,109.0,22.986324191524584,4741.95
Sissili,2016,0.5483172733190569,44.0,11.206693452362002,3926.225
Ziro,2016,0.1398713148708829,81.0,21.340640087470277,3795.575
Bazega,2016,0.0,356.0,107.46115475462786,3312.825
Nahouri,2016,0.32573685903753324,52.0,16.729132819663167,3108.35
Zoundweogo,2016,0.7971195994162226,22.0,5.033662618762977,4370.575
Bassitenga,2016,0.2770863379838948,71.0,17.93620017809889,3958.475
Ganzourgou,2016,0.24388045828838645,101.0,18.76007076818775,5383.775
Kourweogo,2016,0.0,160.0,75.38813108111292,2122.35
Gnagna,2016,0.7744709417390404,42.0,5.595598129471483,7505.9
Komandjari,2016,0.6727800941568085,14.0,8.118648245067197,1724.425
Djelgodji,2016,0.4420732564894926,56.0,13.842712182822678,4045.45
Karo-Peli,2016,0.35192209139127983,34.0,16.079451406951996,2114.5
Kossin,2016,0.0,155.0,35.63955760962038,4349.1
Nayala,2016,0.26474334256514676,45.0,18.24244205490975,2466.775
Sourou,2016,0.8165590534056634,15.0,4.551350613294495,3295.725
Comoe,2016,0.5181915297914648,133.0,11.95414282953662,11125.85
Leraba,2016,0.0,56.0,24.88584728533179,2250.275
Dyamongou,2016,0.012069181828144204,52.0,24.51153692050249,2121.45
Gobnangou,2016,0.0,255.0,52.79639742229353,4829.875
Loroum,2016,0.0,205.0,83.95274074984131,2441.85
Passore,2016,0.7469295939944675,31.0,6.27892610109071,4937.15
Yatenga,2016,0.0,494.0,57.264407388731435,8626.65
Zondoma,2016,0.37655985718014195,46.0,15.468164164298804,2973.85
Bale,2017,0.5650418523999827,39.0,10.791740168102105,3613.875
Banwa,2017,1.0,0.0,0.0,4330.725
Mouhoun,2017,0.0,127.0,26.093701042207076,4867.075
Bougouriba,2017,0.6872647892652484,16.0,7.759268688926068,2062.05
Ioba,2017,0.609656319852206,28.0,9.684811275887414,2891.125
Noumbiel,2017,0.5660158543811371,14.0,10.76757421935087,1300.2
Poni,2017,0.7588883182028043,29.0,5.982218371598903,4847.7
Gourma,2017,0.7187061004003164,42.0,6.979178783296499,6017.9
Kompienga,2017,0.8969034743095312,6.0,2.5579263743525247,2345.65
Houet,2017,0.42640928793170585,273.0,14.231350675076891,19183.0
Kenedougou,2017,0.5008615406453342,71.0,12.384116933971727,5733.15
Tuy,2017,0.9193183796109249,9.0,2.0017904903830646,4495.975
Kadiogo,2017,0.0,1267.0,25.411520725080738,49859.275
Bam,2017,0.27117000257781587,85.0,18.08299028837051,4700.55
Namentenga,2017,0.3260375586019637,95.0,16.72167216721672,5681.25
Sandbondtenga,2017,0.22435905113530663,200.0,19.244416112387388,10392.625
Oudalan,2017,0.39696225590708034,56.0,14.961960551187941,3742.825
Seno,2017,0.9124533481450656,10.0,2.1721186845649245,4603.8
Yagha,2017,0.9298889704090061,5.0,1.7395237184059007,2874.35
Boulgou,2017,0.45128712196345777,132.0,13.6141071027994,9695.825
Koulpelogo,2017,0.8407068599013986,19.0,3.952219743417734,4807.425
Kourittenga,2017,0.3109172651101376,99.0,17.09682154544905,5790.55
Boulkiemde,2017,0.0,534.0,67.72867941758409,7884.4
Sanguie,2017,0.07354246537263365,109.0,22.986324191524584,4741.95
Sissili,2017,0.5483172733190569,44.0,11.206693452362002,3926.225
Ziro,2017,0.1398713148708829,81.0,21.340640087470277,3795.575
Bazega,2017,0.0,356.0,107.46115475462786,3312.825
Nahouri,2017,0.32573685903753324,52.0,16.729132819663167,3108.35
Zoundweogo,2017,0.7971195994162226,22.0,5.033662618762977,4370.575
Bassitenga,2017,0.2770863379838948,71.0,17.93620017809889,3958.475
Ganzourgou,2017,0.24388045828838645,101.0,18.76007076818775,5383.775
Kourweogo,2017,0.0,160.0,75.38813108111292,2122.35
Gnagna,2017,0.7744709417390404,42.0,5.595598129471483,7505.9
Komandjari,2017,0.6727800941568085,14.0,8.118648245067197,1724.425
Djelgodji,2017,0.4420732564894926,56.0,13.842712182822678,4045.45
Karo-Peli,2017,0.35192209139127983,34.0,16.079451406951996,2114.5
Kossin,2017,0.0,155.0,35.63955760962038,4349.1
Nayala,2017,0.26474334256514676,45.0,18.24244205490975,2466.775
Sourou,2017,0.8165590534056634,15.0,4.551350613294495,3295.725
Comoe,2017,0.5181915297914648,133.0,11.95414282953662,11125.85
Leraba,2017,0.0,56.0,24.88584728533179,2250.275
Dyamongou,2017,0.012069181828144204,52.0,24.51153692050249,2121.45
Gobnangou,2017,0.0,255.0,52.79639742229353,4829.875
Loroum,2017,0.0,205.0,83.95274074984131,2441.85
Passore,2017,0.7469295939944675,31.0,6.27892610109071,4937.15
Yatenga,2017,0.0,494.0,57.264407388731435,8626.65
Zondoma,2017,0.37655985718014195,46.0,15.468164164298804,2973.85
Bale,2018,0.5650418523999827,39.0,10.791740168102105,3613.875
Banwa,2018,1.0,0.0,0.0,4330.725
Mouhoun,2018,0.0,127.0,26.093701042207076,4867.075
Bougouriba,2018,0.6872647892652484,16.0,7.759268688926068,2062.05
Ioba,2018,0.609656319852206,28.0,9.684811275887414,2891.125
Noumbiel,2018,0.5660158543811371,14.0,10.76757421935087,1300.2
Poni,2018,0.7588883182028043,29.0,5.982218371598903,4847.7
Gourma,2018,0.7187061004003164,42.0,6.979178783296499,6017.9
Kompienga,2018,0.8969034743095312,6.0,2.5579263743525247,2345.65
Houet,2018,0.42640928793170585,273.0,14.231350675076891,19183.0
Kenedougou,2018,0.5008615406453342,71.0,12.384116933971727,5733.15
Tuy,2018,0.9193183796109249,9.0,2.0017904903830646,4495.975
Kadiogo,2018,0.0,1267.0,25.411520725080738,49859.275
Bam,2018,0.27117000257781587,85.0,18.08299028837051,4700.55
Namentenga,2018,0.3260375586019637,95.0,16.72167216721672,5681.25
Sandbondtenga,2018,0.22435905113530663,200.0,19.244416112387388,10392.625
Oudalan,2018,0.39696225590708034,56.0,14.961960551187941,3742.825
Seno,2018,0.9124533481450656,10.0,2.1721186845649245,4603.8
Yagha,2018,0.9298889704090061,5.0,1.7395237184059007,2874.35
Boulgou,2018,0.45128712196345777,132.0,13.6141071027994,9695.825
Koulpelogo,2018,0.8407068599013986,19.0,3.952219743417734,4807.425
Kourittenga,2018,0.3109172651101376,99.0,17.09682154544905,5790.55
Boulkiemde,2018,0.0,534.0,67.72867941758409,7884.4
Sanguie,2018,0.07354246537263365,109.0,22.986324191524584,4741.95
Sissili,2018,0.5483172733190569,44.0,11.206693452362002,3926.225
Ziro,2018,0.1398713148708829,81.0,21.340640087470277,3795.575
Bazega,2018,0.0,356.0,107.46115475462786,3312.825
Nahouri,2018,0.32573685903753324,52.0,16.729132819663167,3108.35
Zoundweogo,2018,0.7971195994162226,22.0,5.033662618762977,4370.575
Bassitenga,2018,0.2770863379838948,71.0,17.93620017809889,3958.475
Ganzourgou,2018,0.24388045828838645,101.0,18.76007076818775,5383.775
Kourweogo,2018,0.0,160.0,75.38813108111292,2122.35
Gnagna,2018,0.7744709417390404,42.0,5.595598129471483,7505.9
Komandjari,2018,0.6727800941568085,14.0,8.118648245067197,1724.425
Djelgodji,2018,0.4420732564894926,56.0,13.842712182822678,4045.45
Karo-Peli,2018,0.35192209139127983,34.0,16.079451406951996,2114.5
Kossin,2018,0.0,155.0,35.63955760962038,4349.1
Nayala,2018,0.26474334256514676,45.0,18.24244205490975,2466.775
Sourou,2018,0.8165590534056634,15.0,4.551350613294495,3295.725
Comoe,2018,0.5181915297914648,133.0,11.95414282953662,11125.85
Leraba,2018,0.0,56.0,24.88584728533179,2250.275
Dyamongou,2018,0.012069181828144204,52.0,24.51153692050249,2121.45
Gobnangou,2018,0.0,255.0,52.79639742229353,4829.875
Loroum,2018,0.0,205.0,83.95274074984131,2441.85
Passore,2018,0.7469295939944675,31.0,6.27892610109071,4937.15
Yatenga,2018,0.0,494.0,57.264407388731435,8626.65
Zondoma,2018,0.37655985718014195,46.0,15.468164164298804,2973.85
Bale,2019,0.5650418523999827,39.0,10.791740168102105,3613.875
Banwa,2019,1.0,0.0,0.0,4330.725
Mouhoun,2019,0.0,127.0,26.093701042207076,4867.075
Bougouriba,2019,0.6872647892652484,16.0,7.759268688926068,2062.05
Ioba,2019,0.609656319852206,28.0,9.684811275887414,2891.125
Noumbiel,2019,0.5660158543811371,14.0,10.76757421935087,1300.2
Poni,2019,0.7588883182028043,29.0,5.982218371598903,4847.7
Gourma,2019,0.7187061004003164,42.0,6.979178783296499,6017.9
Kompienga,2019,0.8969034743095312,6.0,2.5579263743525247,2345.65
Houet,2019,0.42640928793170585,273.0,14.231350675076891,19183.0
Kenedougou,2019,0.5008615406453342,71.0,12.384116933971727,5733.15
Tuy,2019,0.9193183796109249,9.0,2.0017904903830646,4495.975
Kadiogo,2019,0.0,1267.0,25.411520725080738,49859.275
Bam,2019,0.27117000257781587,85.0,18.08299028837051,4700.55
Namentenga,2019,0.3260375586019637,95.0,16.72167216721672,5681.25
Sandbondtenga,2019,0.22435905113530663,200.0,19.244416112387388,10392.625
Oudalan,2019,0.39696225590708034,56.0,14.961960551187941,3742.825
Seno,2019,0.9124533481450656,10.0,2.1721186845649245,4603.8
Yagha,2019,0.9298889704090061,5.0,1.7395237184059007,2874.35
Boulgou,2019,0.45128712196345777,132.0,13.6141071027994,9695.825
Koulpelogo,2019,0.8407068599013986,19.0,3.952219743417734,4807.425
Kourittenga,2019,0.3109172651101376,99.0,17.09682154544905,5790.55
Boulkiemde,2019,0.0,534.0,67.72867941758409,7884.4
Sanguie,2019,0.07354246537263365,109.0,22.986324191524584,4741.95
Sissili,2019,0.5483172733190569,44.0,11.206693452362002,3926.225
Ziro,2019,0.1398713148708829,81.0,21.340640087470277,3795.575
Bazega,2019,0.0,356.0,107.46115475462786,3312.825
Nahouri,2019,0.32573685903753324,52.0,16.729132819663167,3108.35
Zoundweogo,2019,0.7971195994162226,22.0,5.033662618762977,4370.575
Bassitenga,2019,0.2770863379838948,71.0,17.93620017809889,3958.475
Ganzourgou,2019,0.24388045828838645,101.0,18.76007076818775,5383.775
Kourweogo,2019,0.0,160.0,75.38813108111292,2122.35
Gnagna,2019,0.7744709417390404,42.0,5.595598129471483,7505.9
Komandjari,2019,0.6727800941568085,14.0,8.118648245067197,1724.425
Djelgodji,2019,0.4420732564894926,56.0,13.842712182822678,4045.45
Karo-Peli,2019,0.35192209139127983,34.0,16.079451406951996,2114.5
Kossin,2019,0.0,155.0,35.63955760962038,4349.1
Nayala,2019,0.26474334256514676,45.0,18.24244205490975,2466.775
Sourou,2019,0.8165590534056634,15.0,4.551350613294495,3295.725
Comoe,2019,0.5181915297914648,133.0,11.95414282953662,11125.85
Leraba,2019,0.0,56.0,24.88584728533179,2250.275
Dyamongou,2019,0.012069181828144204,52.0,24.51153692050249,2121.45
Gobnangou,2019,0.0,255.0,52.79639742229353,4829.875
Loroum,2019,0.0,205.0,83.95274074984131,2441.85
Passore,2019,0.7469295939944675,31.0,6.27892610109071,4937.15
Yatenga,2019,0.0,494.0,57.264407388731435,8626.65
Zondoma,2019,0.37655985718014195,46.0,15.468164164298804,2973.85
Bale,2020,0.5650418523999827,39.0,10.791740168102105,3613.875
Banwa,2020,1.0,0.0,0.0,4330.725
Mouhoun,2020,0.0,127.0,26.093701042207076,4867.075
Bougouriba,2020,0.6872647892652484,16.0,7.759268688926068,2062.05
Ioba,2020,0.609656319852206,28.0,9.684811275887414,2891.125
Noumbiel,2020,0.5660158543811371,14.0,10.76757421935087,1300.2
Poni,2020,0.7588883182028043,29.0,5.982218371598903,4847.7
Gourma,2020,0.7187061004003164,42.0,6.979178783296499,6017.9
Kompienga,2020,0.8969034743095312,6.0,2.5579263743525247,2345.65
Houet,2020,0.42640928793170585,273.0,14.231350675076891,19183.0
Kenedougou,2020,0.5008615406453342,71.0,12.384116933971727,5733.15
Tuy,2020,0.9193183796109249,9.0,2.0017904903830646,4495.975
Kadiogo,2020,0.0,1267.0,25.411520725080738,49859.275
Bam,2020,0.27117000257781587,85.0,18.08299028837051,4700.55
Namentenga,2020,0.3260375586019637,95.0,16.72167216721672,5681.25
Sandbondtenga,2020,0.22435905113530663,200.0,19.244416112387388,10392.625
Oudalan,2020,0.39696225590708034,56.0,14.961960551187941,3742.825
Seno,2020,0.9124533481450656,10.0,2.1721186845649245,4603.8
Yagha,2020,0.9298889704090061,5.0,1.7395237184059007,2874.35
Boulgou,2020,0.45128712196345777,132.0,13.6141071027994,9695.825
Koulpelogo,2020,0.8407068599013986,19.0,3.952219743417734,4807.425
Kourittenga,2020,0.3109172651101376,99.0,17.09682154544905,5790.55
Boulkiemde,2020,0.0,534.0,67.72867941758409,7884.4
Sanguie,2020,0.07354246537263365,109.0,22.986324191524584,4741.95
Sissili,2020,0.5483172733190569,44.0,11.206693452362002,3926.225
Ziro,2020,0.1398713148708829,81.0,21.340640087470277,3795.575
Bazega,2020,0.0,356.0,107.46115475462786,3312.825
Nahouri,2020,0.32573685903753324,52.0,16.729132819663167,3108.35
Zoundweogo,2020,0.7971195994162226,22.0,5.033662618762977,4370.575
Bassitenga,2020,0.2770863379838948,71.0,17.93620017809889,3958.475
Ganzourgou,2020,0.24388045828838645,101.0,18.76007076818775,5383.775
Kourweogo,2020,0.0,160.0,75.38813108111292,2122.35
Gnagna,2020,0.7744709417390404,42.0,5.595598129471483,7505.9
Komandjari,2020,0.6727800941568085,14.0,8.118648245067197,1724.425
Djelgodji,2020,0.4420732564894926,56.0,13.842712182822678,4045.45
Karo-Peli,2020,0.35192209139127983,34.0,16.079451406951996,2114.5
Kossin,2020,0.0,155.0,35.63955760962038,4349.1
Nayala,2020,0.26474334256514676,45.0,18.24244205490975,2466.775
Sourou,2020,0.8165590534056634,15.0,4.551350613294495,3295.725
Comoe,2020,0.5181915297914648,133.0,11.95414282953662,11125.85
Leraba,2020,0.0,56.0,24.88584728533179,2250.275
Dyamongou,2020,0.012069181828144204,52.0,24.51153692050249,2121.45
Gobnangou,2020,0.0,255.0,52.79639742229353,4829.875
Loroum,2020,0.0,205.0,83.95274074984131,2441.85
Passore,2020,0.7469295939944675,31.0,6.27892610109071,4937.15
Yatenga,2020,0.0,494.0,57.264407388731435,8626.65
Zondoma,2020,0.37655985718014195,46.0,15.468164164298804,2973.85
Bale,2021,0.5650418523999827,39.0,10.791740168102105,3613.875
Banwa,2021,1.0,0.0,0.0,4330.725
Mouhoun,2021,0.0,127.0,26.093701042207076,4867.075
Bougouriba,2021,0.6872647892652484,16.0,7.759268688926068,2062.05
Ioba,2021,0.609656319852206,28.0,9.684811275887414,2891.125
Noumbiel,2021,0.5660158543811371,14.0,10.76757421935087,1300.2
Poni,2021,0.7588883182028043,29.0,5.982218371598903,4847.7
Gourma,2021,0.7187061004003164,42.0,6.979178783296499,6017.9
Kompienga,2021,0.8969034743095312,6.0,2.5579263743525247,2345.65
Houet,2021,0.42640928793170585,273.0,14.231350675076891,19183.0
Kenedougou,2021,0.5008615406453342,71.0,12.384116933971727,5733.15
Tuy,2021,0.9193183796109249,9.0,2.0017904903830646,4495.975
Kadiogo,2021,0.0,1267.0,25.411520725080738,49859.275
Bam,2021,0.27117000257781587,85.0,18.08299028837051,4700.55
Namentenga,2021,0.3260375586019637,95.0,16.72167216721672,5681.25
Sandbondtenga,2021,0.22435905113530663,200.0,19.244416112387388,10392.625
Oudalan,2021,0.39696225590708034,56.0,14.961960551187941,3742.825
Seno,2021,0.9124533481450656,10.0,2.1721186845649245,4603.8
Yagha,2021,0.9298889704090061,5.0,1.7395237184059007,2874.35
Boulgou,2021,0.45128712196345777,132.0,13.6141071027994,9695.825
Koulpelogo,2021,0.8407068599013986,19.0,3.952219743417734,4807.425
Kourittenga,2021,0.3109172651101376,99.0,17.09682154544905,5790.55
Boulkiemde,2021,0.0,534.0,67.72867941758409,7884.4
Sanguie,2021,0.07354246537263365,109.0,22.986324191524584,4741.95
Sissili,2021,0.5483172733190569,44.0,11.206693452362002,3926.225
Ziro,2021,0.1398713148708829,81.0,21.340640087470277,3795.575
Bazega,2021,0.0,356.0,107.46115475462786,3312.825
Nahouri,2021,0.32573685903753324,52.0,16.729132819663167,3108.35
Zoundweogo,2021,0.7971195994162226,22.0,5.033662618762977,4370.575
Bassitenga,2021,0.2770863379838948,71.0,17.93620017809889,3958.475
Ganzourgou,2021,0.24388045828838645,101.0,18.76007076818775,5383.775
Kourweogo,2021,0.0,160.0,75.38813108111292,2122.35
Gnagna,2021,0.7744709417390404,42.0,5.595598129471483,7505.9
Komandjari,2021,0.6727800941568085,14.0,8.118648245067197,1724.425
Djelgodji,2021,0.4420732564894926,56.0,13.842712182822678,4045.45
Karo-Peli,2021,0.35192209139127983,34.0,16.079451406951996,2114.5
Kossin,2021,0.0,155.0,35.63955760962038,4349.1
Nayala,2021,0.26474334256514676,45.0,18.24244205490975,2466.775
Sourou,2021,0.8165590534056634,15.0,4.551350613294495,3295.725
Comoe,2021,0.5181915297914648,133.0,11.95414282953662,11125.85
Leraba,2021,0.0,56.0,24.88584728533179,2250.275
Dyamongou,2021,0.012069181828144204,52.0,24.51153692050249,2121.45
Gobnangou,2021,0.0,255.0,52.79639742229353,4829.875
Loroum,2021,0.0,205.0,83.95274074984131,2441.85
Passore,2021,0.7469295939944675,31.0,6.27892610109071,4937.15
Yatenga,2021,0.0,494.0,57.264407388731435,8626.65
Zondoma,2021,0.37655985718014195,46.0,15.468164164298804,2973.85
Bale,2022,0.5650418523999827,39.0,10.791740168102105,3613.875
Banwa,2022,1.0,0.0,0.0,4330.725
Mouhoun,2022,0.0,127.0,26.093701042207076,4867.075
Bougouriba,2022,0.6872647892652484,16.0,7.759268688926068,2062.05
Ioba,2022,0.609656319852206,28.0,9.684811275887414,2891.125
Noumbiel,2022,0.5660158543811371,14.0,10.76757421935087,1300.2
Poni,2022,0.7588883182028043,29.0,5.982218371598903,4847.7
Gourma,2022,0.7187061004003164,42.0,6.979178783296499,6017.9
Kompienga,2022,0.8969034743095312,6.0,2.5579263743525247,2345.65
Houet,2022,0.42640928793170585,273.0,14.231350675076891,19183.0
Kenedougou,2022,0.5008615406453342,71.0,12.384116933971727,5733.15
Tuy,2022,0.9193183796109249,9.0,2.0017904903830646,4495.975
Kadiogo,2022,0.0,1267.0,25.411520725080738,49859.275
Bam,2022,0.27117000257781587,85.0,18.08299028837051,4700.55
Namentenga,2022,0.3260375586019637,95.0,16.72167216721672,5681.25
Sandbondtenga,2022,0.22435905113530663,200.0,19.244416112387388,10392.625
Oudalan,2022,0.39696225590708034,56.0,14.961960551187941,3742.825
Seno,2022,0.9124533481450656,10.0,2.1721186845649245,4603.8
Yagha,2022,0.9298889704090061,5.0,1.7395237184059007,2874.35
Boulgou,2022,0.45128712196345777,132.0,13.6141071027994,9695.825
Koulpelogo,2022,0.8407068599013986,19.0,3.952219743417734,4807.425
Kourittenga,2022,0.3109172651101376,99.0,17.09682154544905,5790.55
Boulkiemde,2022,0.0,534.0,67.72867941758409,7884.4
Sanguie,2022,0.07354246537263365,109.0,22.986324191524584,4741.95
Sissili,2022,0.5483172733190569,44.0,11.206693452362002,3926.225
Ziro,2022,0.1398713148708829,81.0,21.340640087470277,3795.575
Bazega,2022,0.0,356.0,107.46115475462786,3312.825
Nahouri,2022,0.32573685903753324,52.0,16.729132819663167,3108.35
Zoundweogo,2022,0.7971195994162226,22.0,5.033662618762977,4370.575
Bassitenga,2022,0.2770863379838948,71.0,17.93620017809889,3958.475
Ganzourgou,2022,0.24388045828838645,101.0,18.76007076818775,5383.775
Kourweogo,2022,0.0,160.0,75.38813108111292,2122.35
Gnagna,2022,0.7744709417390404,42.0,5.595598129471483,7505.9
Komandjari,2022,0.6727800941568085,14.0,8.118648245067197,1724.425
Djelgodji,2022,0.4420732564894926,56.0,13.842712182822678,4045.45
Karo-Peli,2022,0.35192209139127983,34.0,16.079451406951996,2114.5
Kossin,2022,0.0,155.0,35.63955760962038,4349.1
Nayala,2022,0.26474334256514676,45.0,18.24244205490975,2466.775
Sourou,2022,0.8165590534056634,15.0,4.551350613294495,3295.725
Comoe,2022,0.5181915297914648,133.0,11.95414282953662,11125.85
Leraba,2022,0.0,56.0,24.88584728533179,2250.275
Dyamongou,2022,0.012069181828144204,52.0,24.51153692050249,2121.45
Gobnangou,2022,0.0,255.0,52.79639742229353,4829.875
Loroum,2022,0.0,205.0,83.95274074984131,2441.85
Passore,2022,0.7469295939944675,31.0,6.27892610109071,4937.15
Yatenga,2022,0.0,494.0,57.264407388731435,8626.65
Zondoma,2022,0.37655985718014195,46.0,15.468164164298804,2973.85
Bale,2023,0.5650418523999827,39.0,10.791740168102105,3613.875
Banwa,2023,1.0,0.0,0.0,4330.725
Mouhoun,2023,0.0,127.0,26.093701042207076,4867.075
Bougouriba,2023,0.6872647892652484,16.0,7.759268688926068,2062.05
Ioba,2023,0.609656319852206,28.0,9.684811275887414,2891.125
Noumbiel,2023,0.5660158543811371,14.0,10.76757421935087,1300.2
Poni,2023,0.7588883182028043,29.0,5.982218371598903,4847.7
Gourma,2023,0.7187061004003164,42.0,6.979178783296499,6017.9
Kompienga,2023,0.8969034743095312,6.0,2.5579263743525247,2345.65
Houet,2023,0.42640928793170585,273.0,14.231350675076891,19183.0
Kenedougou,2023,0.5008615406453342,71.0,12.384116933971727,5733.15
Tuy,2023,0.9193183796109249,9.0,2.0017904903830646,4495.975
Kadiogo,2023,0.0,1267.0,25.411520725080738,49859.275
Bam,2023,0.27117000257781587,85.0,18.08299028837051,4700.55
Namentenga,2023,0.3260375586019637,95.0,16.72167216721672,5681.25
Sandbondtenga,2023,0.22435905113530663,200.0,19.244416112387388,10392.625
Oudalan,2023,0.39696225590708034,56.0,14.961960551187941,3742.825
Seno,2023,0.9124533481450656,10.0,2.1721186845649245,4603.8
Yagha,2023,0.9298889704090061,5.0,1.7395237184059007,2874.35
Boulgou,2023,0.45128712196345777,132.0,13.6141071027994,9695.825
Koulpelogo,2023,0.8407068599013986,19.0,3.952219743417734,4807.425
Kourittenga,2023,0.3109172651101376,99.0,17.09682154544905,5790.55
Boulkiemde,2023,0.0,534.0,67.72867941758409,7884.4
Sanguie,2023,0.07354246537263365,109.0,22.986324191524584,4741.95
Sissili,2023,0.5483172733190569,44.0,11.206693452362002,3926.225
Ziro,2023,0.1398713148708829,81.0,21.340640087470277,3795.575
Bazega,2023,0.0,356.0,107.46115475462786,3312.825
Nahouri,2023,0.32573685903753324,52.0,16.729132819663167,3108.35
Zoundweogo,2023,0.7971195994162226,22.0,5.033662618762977,4370.575
Bassitenga,2023,0.2770863379838948,71.0,17.93620017809889,3958.475
Ganzourgou,2023,0.24388045828838645,101.0,18.76007076818775,5383.775
Kourweogo,2023,0.0,160.0,75.38813108111292,2122.35
Gnagna,2023,0.7744709417390404,42.0,5.595598129471483,7505.9
Komandjari,2023,0.6727800941568085,14.0,8.118648245067197,1724.425
Djelgodji,2023,0.4420732564894926,56.0,13.842712182822678,4045.45
